Date,Close,High,Low,Open,Volume,RSI,EMA_9,SMA_5,SMA_10,SMA_15,SMA_30,MACD,MACD_signal,target
2021-11-15,6299.107936145999,6533.406787109375,6426.3017578125,6533.406787109375,67344200,45.77486845614782,6762.122205515538,6851.916951116567,6691.629617906465,6715.152326484091,6520.485186397327,126.1546660664253,168.45982430716964,False
2021-11-16,5806.472921517798,6404.88134765625,6276.355300546091,6340.61832410117,98616900,43.754145093479565,6669.519351641631,6650.768959325808,6686.891055331078,6692.53346292506,6527.770423505063,48.582631501282776,144.48438574599228,True
2021-11-17,6149.926702066308,6512.34521484375,6383.387883856745,6447.866549350248,61968100,50.732260165899,6496.910065616865,6421.646015284557,6629.9633605523395,6604.984545905083,6518.921063029633,14.651195102248494,118.51774761724354,True
2021-11-18,6943.092456034648,6447.867068728885,6361.8955078125,6383.388398041597,78839600,49.87847326920352,6427.513392906754,6412.685492151986,6660.233242365447,6543.275857558021,6555.655449702194,51.1722529967501,105.04864869314487,False
2021-11-19,5805.715232876862,6404.8810731008,6340.402404579651,6383.38818359375,68203700,47.239923797623895,6530.629205532334,6457.042541081573,6594.557942432626,6605.369310935906,6557.022355620387,-11.528488710991041,81.7332212123177,True
2021-11-22,5925.152537172767,6469.359802858487,6361.89535430602,6383.388244016513,66328300,47.72117589045251,6385.64641100124,6200.863049728323,6526.390000422445,6528.040761847084,6561.971032603632,-50.993860490191764,55.18780487181581,True
2021-11-23,6103.0098405071085,6447.866913147993,6361.89535430602,6361.89535430602,43477500,51.34114498576706,6293.547636235546,6126.071969933677,6388.420464629742,6499.951360198611,6557.91706616675,-67.14484996015653,30.72127390542134,True
2021-11-24,6179.317755626072,6512.345582279473,6383.388244016513,6512.345582279473,35181400,40.963156147099824,6255.440077089859,6185.379353731539,6303.512684508048,6481.768691612073,6513.103885514995,-72.94633452160724,9.987752220015626,True
2021-11-25,6939.971215051207,6469.359741621949,6383.38818359375,6404.8810731008,40216100,53.014023327284,6240.215612797102,6191.257564443491,6301.971528297739,6503.908016391461,6495.201756864934,-15.981451480036412,4.793911480005219,False
2021-11-26,6077.701564265106,6404.881386248926,6232.938261785867,6361.895605133162,113288400,41.876069733277596,6380.166733247923,6190.633316246803,6323.837928664188,6459.916400370686,6510.806129263795,-39.9537636727955,-4.1556235505549255,False
2021-11-29,5886.265018305756,6383.388398041597,6168.459495750633,6254.431056667018,87907900,42.79005859798004,6319.67369945136,6245.030582524452,6222.946816126388,6432.60352778978,6501.252144211333,-73.55146761917604,-18.03479236427915,True
2021-11-30,6818.869727995202,6383.388495691043,6254.43115234375,6297.416933459514,144923700,54.124319378680696,6232.99196322224,6237.2530787510495,6181.662524342363,6338.031336003511,6493.339361914312,-24.64044438120891,-19.3559227676651,False
2021-12-01,6616.354751273206,6404.881665373502,6254.431424911708,6254.431424911708,76538100,49.27544277377454,6350.167516176833,6380.425056248669,6282.902204990104,6329.150141754921,6496.994078696559,-2.1940802223771243,-15.923554258607505,True
2021-12-02,6877.8695543475,6447.8662109375,6275.923111979167,6340.401774088541,66831000,48.5379539365258,6403.404963196108,6467.832455378096,6329.545009910793,6357.258503991191,6534.218036846209,36.278686018786175,-5.48310620312877,True
2021-12-03,7110.203556435081,6469.359679555085,6318.909454449152,6469.359679555085,63283700,56.16000552388336,6498.297881426386,6455.412123237354,6323.022719742078,6367.695993521909,6509.174953750958,84.54150092105829,12.521815221708643,False
